cluster-id,label,argument
0,日常生活の不都合,スーパーで買い物をするとき、一人暮らしで少量しか必要ないのにたくさん入っているものの方が安い時、近くに住んでいる友人や同じようなシチュエーションのクラスメイトと共有して購入したい
0,日常生活の不都合,雨の日と晴れの日で朝の準備物が変わるので、どちらで準備するべきか考えてしまう。
0,日常生活の不都合,忙しい時に限って天気の先読みを忘れる。翌日だけではなく3日先までの天気を起床時に手軽に知りたい。
0,日常生活の不都合,毎日食べる食品（納豆、牛乳）などを賞味期限から逆算してどれだけ買いだめできるかわかればいいのに。
0,日常生活の不都合,家族が買い込んだお菓子の賞味期限を確認するのが面倒。
0,日常生活の不都合,よく忘れ物をする
0,日常生活の不都合,洗車してないので汚い。洗車は面倒。
0,日常生活の不都合,靴の中になぜか小石が入っている。
0,日常生活の不都合,爪の端っこが裂けると痛くて最悪な状態がしばらく続く。
0,日常生活の不都合,髪の毛を自分で刈っているが、後ろを見ないで刈ることにリスクを感じている。
0,日常生活の不都合,タイマーは時間が終わった時にしか鳴らない。
0,日常生活の不都合,家族で同じものを買わないようにしたい
0,日常生活の不都合,家にある食材がわからない
0,日常生活の不都合,残り物に合わせて料理の献立を考えることが難しい
0,日常生活の不都合,近所のスーパーで一番安い店を探してほしい
0,日常生活の不都合,安売りの食材でレシピを考えてほしい
0,日常生活の不都合,夏が暑すぎて辛い
0,日常生活の不都合,毎日のゴミが多くて嫌
0,日常生活の不都合,冷房に弱くて夏が辛い。暑いのも辛い
0,日常生活の不都合,冷え性が辛い
0,日常生活の不都合,保存先を忘れる
0,日常生活の不都合,掃除をさぼって部屋が汚くなる
0,日常生活の不都合,祝祭日だけ目覚ましの時間を変えるのが面倒。変えずにゆっくり眠れないのも嫌だ。
0,日常生活の不都合,朝シャツに着替える時に冷たいのが不快だ。
0,日常生活の不都合,レシピを見ながら料理をするときに、いちいち計量するのが面倒
0,日常生活の不都合,家の鍵をかけたか不安になる
0,日常生活の不都合,電子レンジで温めたものを出し忘れる
0,日常生活の不都合,旅行などの荷造りでものを入れ忘れる
0,日常生活の不都合,家の掃除で、どこまで掃除機をかけたかわからない
0,日常生活の不都合,ご飯を炊いた後、残ったご飯を冷凍するのが面倒
0,日常生活の不都合,家を出るとき、エアコンを消し忘れる
0,日常生活の不都合,部屋が片付けられない。
0,日常生活の不都合,ズボンのチャックが開いていた。
0,日常生活の不都合,自分の商品をもっと売りたい
0,日常生活の不都合,何かをポケットに入れて、忘れて無くしたと思ってることが多くて困る
0,日常生活の不都合,スーパーで食材を買っても結局使わず捨ててしまう
0,日常生活の不都合,ごみを捨てるときに燃えるゴミ／燃えないゴミ／危険物などを一瞬で判別できるようにしたい
0,日常生活の不都合,ティッシュがなくなったときに限って手が汚れる
0,日常生活の不都合,昼過ぎにくる急な眠気
0,日常生活の不都合,朝きちんと起きれるかが不安
0,日常生活の不都合,冷蔵庫に何が入っているかわからなくなる
0,日常生活の不都合,欲しい商品がどのお店にあるのかわからない
0,日常生活の不都合,災害時、外出してたらどこに避難したら良いかわからない
0,日常生活の不都合,何の服を購入するか決めるのが面倒
0,日常生活の不都合,今日何を食べればいいか決めるのに困る
0,日常生活の不都合,部屋の掃除をするとき優先順位が分からない
0,日常生活の不都合,スマホや鍵など部屋にはあるのに行方不明になり、時間的なロスが発生する
0,日常生活の不都合,ゴミ出しの日をよく忘れる
0,日常生活の不都合,季節の変わり目で服装に迷う
0,日常生活の不都合,夕ご飯を何にするか迷う
0,日常生活の不都合,靴下の片方だけがなくなる謎現象
0,日常生活の不都合,部屋の掃除をしても数日でまた散らかる
0,日常生活の不都合,買い物リストを作っても店で見るのを忘れる
0,日常生活の不都合,今、なんの花粉が飛んでいるのかわからない（いつから、いつまで）
0,日常生活の不都合,朝まだ寝ぼけているが起きている感じで稼働してるようにしたい（ボットとか）→gmのDiscord
0,日常生活の不都合,自宅のPCを出先から見たい
0,日常生活の不都合,服のサイズがメーカーによってバラバラで、通販では特に選びにくい。
0,日常生活の不都合,欲しい商品がその店に入荷したかどうか分からない。
0,日常生活の不都合,手持ちの服でどのようにコーディネートするか思いつかない。
0,日常生活の不都合,服の洗濯表示が難しくて、正しい洗い方が分からない。
0,日常生活の不都合,朝起きれない
0,日常生活の不都合,何個もかけた目覚まし時計を消すのがめんどくさい
0,日常生活の不都合,よく忘れ物をする
0,日常生活の不都合,鍵をかけたか不安になる
0,日常生活の不都合,荷物が多いと鍵を取り出しにくい
0,日常生活の不都合,今日の花粉の散布量を「朝起きた時に」知りたい。
0,日常生活の不都合,寝る前に明日の時間割やスケジュールを確認したい。
0,日常生活の不都合,なんとも言えない天気、気温の時、何を着ればいいのか迷う。
0,日常生活の不都合,家の鍵を閉め忘れたか、電気を消したか不安になる時がある。
0,日常生活の不都合,デパートなどで位置情報アプリを開いても、現在地が何階にいるか分からない。
0,日常生活の不都合,商品の値段が、半年・年単位や週単位でどう変動しているのかが分かりにくい。
0,日常生活の不都合,スーパーやドラッグストアの商品の在庫情報が確認できない
0,日常生活の不都合,ゴミ箱が少ない
0,日常生活の不都合,自宅近くのスーパーで最安値の鶏肉とブロッコリーを知りたい。
1,ライフハックの不満,自分の運動・食事・睡眠のバランスが良いのかどうかがわからない
1,ライフハックの不満,職業を知ることができない
1,ライフハックの不満,政治で何が行われているか実績などがわからない。誰が正しく仕事をしているかがわからない
1,ライフハックの不満,税金の使われ方がわからない
1,ライフハックの不満,1日でどの行動が自分の幸福度を高めたのかがわからない
1,ライフハックの不満,健康診断の数値が悪化したときに、どの生活習慣が原因なのか特定できない
1,ライフハックの不満,自分の行動が「休息」なのか「逃避」なのかが判断つかない
1,ライフハックの不満,自分の感情が今「嬉しい」のか「悲しい」のかがはっきりしないことがある
1,ライフハックの不満,「今」は昭和何年に相当するのかがわからない
1,ライフハックの不満,相手が本当に笑っているのかどうかがわからない
1,ライフハックの不満,今日何回笑ったのかがわからない
1,ライフハックの不満,シミがどれだけ増えたのかがわからない
1,ライフハックの不満,設定したKPIが正しいものなのかどうかがわからない
1,ライフハックの不満,メモを書いてどこに書いたか忘れる。メモの意味をなしていない。
1,ライフハックの不満,今日、どれくらいの細胞が再生して若返ったのかがわからない
1,ライフハックの不満,今日、どれくらいの細胞が古くなったのかがわからない
1,ライフハックの不満,積読本や積みボードゲームが増えてしまう
1,ライフハックの不満,大学で一緒に休日を過ごす友達を作りたいけど作れない
1,ライフハックの不満,飲んでいる飲み物に利尿作用があるのかどうかがわからない
1,ライフハックの不満,コーヒーなど利尿作用のある飲み物が、水分摂取量にどれだけ含まれるのかがわからない
1,ライフハックの不満,エクセルで作っているのに、GoogleフォームからのCSVをわざわざ転記しているのが効率的かどうかわからない
1,ライフハックの不満,今、自分がここで反論しているのかどうかがわからない
1,ライフハックの不満,忖度すべきかどうかの判断がつかない
1,ライフハックの不満,子供にとってそれが虐待にあたるのかどうか判断できない
1,ライフハックの不満,夫婦間のDVは何とかして無くなれば良いのに
1,ライフハックの不満,設立など契約書の作成に専門知識が必要でハードルが高い
1,ライフハックの不満,サイトの登録の際に，パスワードを考えるのがめんどくさい．
1,ライフハックの不満,銀行勘定帳から、取引先名から経理仕訳を自動化するプログラム
1,ライフハックの不満,エクセルのセル内の文字列にキーワードを見つけると、自動的に仕訳をするプログラム
1,ライフハックの不満,エクセルに取り込んだファイルを、指定先のファイル形式に変更するプログラム
1,ライフハックの不満,マーキングした女王バチを、リアルタイム動画で探し出せるアプリ
1,ライフハックの不満,養蜂活動のスキルアップを示すNFT配布
1,ライフハックの不満,養蜂活動の参加者に参加回数と貢献度がわかるツール
1,ライフハックの不満,イベントの集合写真撮影に毎回時間がかかりすぎる
1,ライフハックの不満,Spotifyでフォロー配信の放送並び替えができない
1,ライフハックの不満,主婦の裁量や努力が可視化・評価されにくい
1,ライフハックの不満,自分のビジネスをわかりやすく伝える仕組みがない
1,ライフハックの不満,スマホの容量がすぐにいっぱいになる
1,ライフハックの不満,地域や国ごとの偏見がネットで拡散されやすい
1,ライフハックの不満,SEOや履歴によって偏った情報ばかり出る検索サイトばかり
1,ライフハックの不満,AIを使ったプロトタイピングが一般に普及していない
1,ライフハックの不満,学生や社会人がアイデアを評価・共有できる仕組みがない
1,ライフハックの不満,アイデアを出しても整理されず埋もれてしまう
1,ライフハックの不満,紙のメモは後でまとめるのが面倒
1,ライフハックの不満,資本主義において、結果＝お金に偏りすぎて努力が評価されづらい
1,ライフハックの不満,起業プロセスを気軽に体験できるツールがない
1,ライフハックの不満,起業や節税について誰も知らない
1,ライフハックの不満,アルゴリズム改変によりSNSで自分に不必要な情報を見てしまう
1,ライフハックの不満,遊び終わったボードゲームの駒などを収納するのに手間取る
1,ライフハックの不満,無料ユーザーでGPTを使用中に1日で利用できる回数制限になった時、他のAIでさくっと作成できると嬉しい。
1,ライフハックの不満,人間関係が面倒くさい
1,ライフハックの不満,貯金シミュレーションができない
1,ライフハックの不満,自分が使ったお金のありかがわからない
1,ライフハックの不満,漫画の最新刊発売日を簡単に確認したい
1,ライフハックの不満,無駄遣いをしないで貯金をするモチベーションがほしい
1,ライフハックの不満,インテリアコーディネイトが苦手。希望の雰囲気を具現化できない
1,ライフハックの不満,ローカルやストレージ、仕事上のデータがカオス。どこになにがあるのやら
1,ライフハックの不満,様々なプラットフォームからいい情報を受けても忘れてしまう、情報源がわからなくなる
1,ライフハックの不満,ポッドキャストでいい内容だなと思ってもそれがどれだったかわからなくなる
1,ライフハックの不満,クライアントリストがあるだけで、活用できていない
1,ライフハックの不満,無料で見れる自分が見たい動画を探すのが不便。世界超密着TV!ワレワレハ地球人ダ!!のスネークハンターが見たい。
1,ライフハックの不満,ルーティンメールを送るのが面倒。あと伸ばしにして忘れてしまう
1,ライフハックの不満,感覚を言語化するのが大変
1,ライフハックの不満,久しぶりに会った友達の名前が思い出せない
1,ライフハックの不満,未来的に僕のお金を自分の抱えるユーザーと共有資産化したく、AIで最適な環境を作りたい。
1,ライフハックの不満,持っている茶碗のベストな積み方がわかればいいのに。
1,ライフハックの不満,写真を結合して印刷しているが、今使っているアプリは4枚同時の結合ができない。
1,ライフハックの不満,クレジットカードの利用状況がお気に入りの金銭管理アプリに連携されない。
1,ライフハックの不満,家事のタスクをアプリで管理しているが、どのタスクをするべきか自分で考えている。やるべきタスクを自動的にリストアップしてくれたらいいのに。
1,ライフハックの不満,手書きのアンケートをレポートにする時にタイプ入力しているので、手間をかけずできるようなものが欲しい。
1,ライフハックの不満,為替レートを大手証券会社のサイトに確認しに行くのが面倒。
1,ライフハックの不満,近くの空いている病院を教えてほしい
1,ライフハックの不満,マニュアル作りが面倒
1,ライフハックの不満,好きな配信者の配信順がわからない。コラボ含む
1,ライフハックの不満,友達の誕生日が覚えられない
1,ライフハックの不満,プリンターが使いにくい
1,ライフハックの不満,目を瞑った写真や変な顔の写真を自動で見つけて削除対象の提案をして欲しい
1,ライフハックの不満,初心者向けに、状況に応じたカメラの設定や画角を自分の好きなテイストに合わせて指示して欲しい
1,ライフハックの不満,電話でしか予約できない店に電話するのがめんどくさい？
1,ライフハックの不満,現場やプロジェクト管理が人によって違うのをまとめたい。ほんまDiscordに統一してほしい。たまにめっちゃニッチなアプリ指定された時には。。。
1,ライフハックの不満,使ってないスマホアプリを整理したい。ついついたくさんダウロードして試してしまう。
1,ライフハックの不満,マイクラで次何するか悩む。建築が下手でセンスなし
1,ライフハックの不満,家計簿みたいのつけたいけど結局つけ忘れるとこ多くて出来ない
1,ライフハックの不満,デザインの修正を手伝ってほしい
1,ライフハックの不満,ゲームのログインを忘れるので管理したい
1,ライフハックの不満,出席時のログインが面倒
1,ライフハックの不満,毎日最新のAI情報を取得するのが大変。そしてたまに全く関係ない記事を見てしまう。
1,ライフハックの不満,mixiの広告連発が不便。
1,ライフハックの不満,今同じ曲を弾いている人とつながりたい
1,ライフハックの不満,DBの情報をLINEから引っ張り出したい。情報を簡単に引っ張り出せたら早くて便利だよなぁ
1,ライフハックの不満,議会の発言をニュースではなくファクトで事実からまとめてみたい。情報の波にのまれ内容に
1,ライフハックの不満,健康診断の結果がわからない。結局これはなんなの？って脅かされたり平気な顔してヤバかったり？
1,ライフハックの不満,母親の飲んでいる薬が多すぎるのか、それとも適量なのかがわからない
1,ライフハックの不満,顔の形に合ったパックが欲しい
1,ライフハックの不満,IKEAの商品が組み立てにくい
1,ライフハックの不満,お金を払ってでもちょっとした頼み事をしたいときに頼める人がだれか分からない
1,ライフハックの不満,家計簿をつけたいが、めんどうくさい
1,ライフハックの不満,クレジットカードなどお金を使い過ぎてしまう
1,ライフハックの不満,家族からの連絡を見逃さないか心配（LINE、電話、メール）
1,ライフハックの不満,メモのファイルを作りすぎて整理する時しか過去のものを見ない
1,ライフハックの不満,自分がどれくらい運動不足か知りたい
1,ライフハックの不満,やりたいことがどんどん増えて何から手をつければいいか分からない
1,ライフハックの不満,練習を決める際に、水泳と自転車とランニングの適切な時間配分がわからない
1,ライフハックの不満,毎朝のニュースチェック（日経電子版）に思ったより時間をかけてしまう
1,ライフハックの不満,インスタアカウントが多すぎて、どこに何を投稿すればいいかわからない
1,ライフハックの不満,動画編集をもっとすぐできるようになりたい
1,ライフハックの不満,写真を撮ってもあまり使う機会がない
1,ライフハックの不満,SNSで特定の人にだけ見せる投稿を毎回選択できるようにしたい
1,ライフハックの不満,推しのイベントカレンダーが欲しい
1,ライフハックの不満,ランニングの準備運動のルーティンが十分には覚えられていない
1,ライフハックの不満,定期的な引き落としの前に残高が足りているか気になる
1,ライフハックの不満,デザインのまとめ方がわからない（色・レイアウト・用途など分け方が複雑）
1,ライフハックの不満,薬が無くなる前に教えてほしい
1,ライフハックの不満,管理するパスワードの数が増え続ける
1,ライフハックの不満,日々、体重と体温を計測して記録。たまに忘れることがある
1,ライフハックの不満,家の近くの駅で雨に気付き、コンビニで傘を購入。いくつも貯まる
1,ライフハックの不満,イベントの申し込みタイミングを逃すか心配
1,ライフハックの不満,届いたメールが迷惑メールか迷う
1,ライフハックの不満,人の名前を忘れる
1,ライフハックの不満,会社を出る時、傘を忘れて取りに戻ることがある
1,ライフハックの不満,花粉症の薬で1日の回数2回や1回と1箱の錠数の違いがばらばらなので最もお得な薬を簡単に計算できれば良いのに
1,ライフハックの不満,腕時計型の改札通過タッチデバイスのタッチが左手首にあってほしいので右側にあるタッチ機器にタッチしにくいのを何とかタッチしやすくなれば良いのに
1,ライフハックの不満,反抗期の子供が親の言うことを聞いてくれると良いのに
1,ライフハックの不満,どうしても机の上に置かれる小物が増えてしまうのを効率よく整理できたら良いのに
1,ライフハックの不満,雨の日はデリバリーの配達人が少なくて配達してくれないことを解決できたら良いのに
1,ライフハックの不満,他人の生命を凶器などでおびやかして自らの欲求を得ることは何とかして無くなれば良いのに
1,ライフハックの不満,ずっと座っているので体力が下がっている気がする
1,ライフハックの不満,姿勢が良くなりたい
1,ライフハックの不満,適切な水分量を取れるようになりたい
1,ライフハックの不満,先輩にどのくらい頼っていいのかわからない
1,ライフハックの不満,毎日自分のやる気を上げてほしい
1,ライフハックの不満,興味ある分野の、頑張れる友達が欲しい
1,ライフハックの不満,自分の体調が悪化してるのに気づかない
1,ライフハックの不満,写真に余計なものが入り込んでいる．消したい．
1,ライフハックの不満,グループワークで誰がどこまでやったか見えづらい
1,ライフハックの不満,出先で雨が止んだとき傘を忘れる
1,ライフハックの不満,ポートフォリオ作りに時間がかかる
1,ライフハックの不満,おばあちゃんと話してほっこりしたい
1,ライフハックの不満,メールの要件をまとめてほしい
1,ライフハックの不満,パートナーとの記念日を忘れる
1,ライフハックの不満,体重増加の要因と飲食・行動の関連性が分からない
1,ライフハックの不満,出張経費の領収書管理
1,ライフハックの不満,X（旧Twitter）が不便
1,ライフハックの不満,雷が極近くに落ちる可能性がわかると良いのに
1,ライフハックの不満,会員登録時に個人情報を入れるのがめんどくさい
1,ライフハックの不満,いらないスクショがどんどん溜まって消すのを忘れる
1,ライフハックの不満,Pinterestはサブボードまで、Notionは関連画像が出ずアップロードが面倒
1,ライフハックの不満,エクセルのセル内の文字列にキーワードを見つけると、自動的に仕訳をするプログラム（重複・統合済）
1,ライフハックの不満,大きな看板に頭をぶつけてしまった時の痛みと恥ずかしさ
1,ライフハックの不満,興味のない話をおばさんからされた時の対応に困る
1,ライフハックの不満,在宅ワークを訪問セールスによって中断されてしまう
1,ライフハックの不満,「答えのないテーマ」を扱う話し合いの結論が、形骸化してしまう
1,ライフハックの不満,わかりにくいボードゲームのルールに従わなければいけない
1,ライフハックの不満,しっかりと運動する時間を確保できない（隙間時間調整や天候による制限）
1,ライフハックの不満,一つのメールアドレスに就活、遊び、メルマガなど登録してしまって何が何だか分からなくなる
1,ライフハックの不満,競合他社の研究開発状況が見えにくい中、自社が優位性を取りにくい
1,ライフハックの不満,ICカードにチャージする方法がクレジットか現金しかない
1,ライフハックの不満,サイトから相場を抜き出して、エクセルに落とすプログラム
1,ライフハックの不満,イベント用あみだくじアプリ
1,ライフハックの不満,物撮り撮影した写真の白抜きを自動化するプログラム
1,ライフハックの不満,自分の趣味に関する最新情報を一覧で見たい。
1,ライフハックの不満,PDFファイルをドラッグアンドドロップだけで要約するアプリ
1,ライフハックの不満,企業名を撮影することで、法人番号やインボイス適格請求書番号を検索するアプリ
1,ライフハックの不満,購入した本を、ISBN番号で管理して履歴を残すアプリ
1,ライフハックの不満,年間通して病院に行った履歴と費用、交通費などをまとめられるアプリ
1,ライフハックの不満,自治体情報誌から自分に関連する項目を呼び出したい。大切なことも書いてたりするので。
1,ライフハックの不満,人の名前と顔が覚えられない。致命的です。
1,ライフハックの不満,庭の野菜の飼育記録やどうしたらいいのか分からず枯らす
1,ライフハックの不満,親から子供への虐待は何とかして無くなれば良いのに
1,ライフハックの不満,見積もりを作るのが大変。ほんと泣きそう
1,ライフハックの不満,新規の事業アイデアを考えるのが途中で無のループに入る。結局なんだっけ？ってスタートに戻る。
1,ライフハックの不満,得た情報を理解するのが大変。私のおつむでの処理に限界。
1,ライフハックの不満,重要書類にハンコを押し忘れる
1,ライフハックの不満,電子マネー決済の方法がわかりづらい
1,ライフハックの不満,現金払いしたものの記録をつけ忘れる
1,ライフハックの不満,飲む薬が分からなくなる
1,ライフハックの不満,傘が必要なレベルの雨なのか知りたい
1,ライフハックの不満,他の研究と内容が被ってないかが怖い
1,ライフハックの不満,食べ物の写真でカロリーを表示
1,ライフハックの不満,PTAや地域イベント、ボランティアで働き手が少ない
1,ライフハックの不満,銀行のカードが1枚にまとまってほしい
1,ライフハックの不満,外出する時に雨の場合のみ通知してほしい
1,ライフハックの不満,プリンターの紙切れに気づかず印刷できない
1,ライフハックの不満,スーパー音痴のくせに音楽大好き。好きな曲に自分の声をのせてうまく歌いたい
1,ライフハックの不満,年間110万円の贈与は無税無申告なので、年間贈与の金額を管理できるツールがほしい。
1,ライフハックの不満,小雨でも傘をさすべきか迷う
1,ライフハックの不満,生涯学習社会において、全国の社会福祉施設で学んだ履歴を残すアプリ
1,ライフハックの不満,撮影したバッグなどの写真データから、メーカー名やモデルを類推して割り当てるアプリ
1,ライフハックの不満,Discord上に上がってくるテキストデータを要約するプログラム
1,ライフハックの不満,写真を撮影したら、テキストデータを読み取って、自動仕訳するアプリ
1,ライフハックの不満,スキャンしたファイルから、ファイル内のデータを取り込み、ファイル名を自動化するプログラム
1,ライフハックの不満,動画配信コンテンツの新作動画の口コミを知りたい
1,ライフハックの不満,変換機能がダメダメ（誤変換が多いなど）
1,ライフハックの不満,「いつ空いてる？」と言われた時にすぐ答えられない
1,ライフハックの不満,雨の日で傘がない時屋根が全然無い道で濡れてしまう
1,ライフハックの不満,一度やる気だしてやろうと思ったことのモチベーションが続きにくい。
1,ライフハックの不満,Xから情報を取るのが難しい
1,ライフハックの不満,同じ差出人からのメールでも、一覧画面では1通ずつバラバラに表示されて見づらい。
1,ライフハックの不満,自分に関係ない情報や広告で、メールボックスがすぐいっぱいになってしまう。
1,ライフハックの不満,PDCAサイクル専用のアプリがなく、既存の管理ツールでは進捗や目標の確認がしにくい。
1,ライフハックの不満,ディスコードのアイコンをチーム共通のアニメーションGIFに改造してチーム意識を持たせたい。『エンジェルうさぎ』ならば、既存のプロフィール画像にうさぎをモチーフにしたアニメーションGIFを入れ込む。
1,ライフハックの不満,コミットメッセージが適当になる
1,ライフハックの不満,ウサギの水・餌やりを自動化したい
1,ライフハックの不満,BOOTHアイテムのアセット管理ツールに今まで保存しているアイテムを一括登録したい
1,ライフハックの不満,BOOTHの無料アイテムを知りたい（投げ銭用有料版があるとそっちに引っ張られて検索対象にならない）
1,ライフハックの不満,BOOTHの期間限定無料アイテムを知りたい
1,ライフハックの不満,アップデート時のCHANGELOGを書くのがめんどくさい
1,ライフハックの不満,VRChatのツール情報が取りづらい
1,ライフハックの不満,自分の興味のある分野で「今日何が起きたか」を簡単に知る手段がない。
1,ライフハックの不満,Macで使えないアプリがある
1,ライフハックの不満,ほとんどの演奏者には演奏機会がない
1,ライフハックの不満,コピー機の使い方がわかりにくい
1,ライフハックの不満,スマホの通知が多すぎて大事なものが埋もれる
1,ライフハックの不満,雨の日に傘をどこに置いたか忘れる
1,ライフハックの不満,ツールの学び方がわからない
1,ライフハックの不満,家計簿をつけようとしてもなかなか続かない。
1,ライフハックの不満,落ち込んだ時の解決法
1,ライフハックの不満,悩み事の相談
1,ライフハックの不満,家庭でも会社でも溜まる一方のビニール傘。急な雨で困っている方に差し上げたい。サステナブルなループをつくれたら。
1,ライフハックの不満,行こうと思ってた映画と美術館、気づいたら終わってる
1,ライフハックの不満,通学時間帯の天気変化に対応できず濡れる
1,ライフハックの不満,会話バランスの可視化がしたい。自分語りで終わらないように、最後相手により良い形で話を返すなど
1,ライフハックの不満,要らないメーリスを削除する作業がだるい
