arg-id,comment-id,argument
A310_0,310,電車のみならずレストランなどの混雑状況を知りたい
A311_0,311,本を借りるために図書館まで移動するのが面倒
A312_0,312,レジが混雑して面倒
A313_0,313,昼過ぎにくる急な眠気
A314_0,314,キャッシュレス決済不可な自動販売機
A315_0,315,学食がとても混雑する
A316_0,316,学食のメニューで人気商品はすぐに売り切れる
A317_0,317,朝きちんと起きれるかが不安
A318_0,318,レシピを見ながら料理をするときに、いちいち計量するのが面倒
A319_0,319,課題を出し忘れる
A320_0,320,家の鍵をかけたか不安になる
A321_0,321,電子レンジで温めたものを出し忘れる
A322_0,322,雨が降ると気づかず、洗濯物を外に干す
A323_0,323,雨の後、傘を干す作業が面倒
A324_0,324,カード決済をするとき、残高があとどのくらいなのかわからない
A325_0,325,次の授業がどの教室か忘れる
A326_0,326,次の授業が何時からか忘れる
A327_0,327,駅の改札内と改札外のトイレなど、場所によってトイレの混雑状況に差があり、たまにめっちゃ混む
A328_0,328,授業に必要なものを忘れる
A329_0,329,旅行などの荷造りでものを入れ忘れる
A330_0,330,家の掃除で、どこまで掃除機をかけたかわからない
A331_0,331,ご飯を炊いた後、残ったご飯を冷凍するのが面倒
A332_0,332,イヤホンの充電をし忘れる
A333_0,333,授業でUSBを使用した後抜き忘れる
A334_0,334,家を出るとき、エアコンを消し忘れる
A335_0,335,部屋が片付けられない。
A336_0,336,𝕏に時間を奪われる。
A337_0,337,ズボンのチャックが開いていた。
A338_0,338,紙の書類が見つからない。
A339_0,339,祝祭日だけ目覚ましの時間を変えるのが面倒。変えずにゆっくり眠れないのも嫌だ。
A340_0,340,朝シャツに着替える時に冷たいのが不快だ。
A341_0,341,雨の日に車のガラスが曇る。
A342_0,342,車に乗り降りする時に雨に濡れる。
A343_0,343,洗車してないので汚い。洗車は面倒。
A344_0,344,人とすれ違う時に右か左か決まっていると人類は幸せになれるのにと思う。
A345_0,345,仕事中も耳栓をしていたいが、見えない耳栓が存在しない。
A346_0,346,デスクにあるマウスやキーボードが邪魔。
A347_0,347,オフィスでエスプレッソを淹れていると変人扱いされる。
A348_0,348,靴の中になぜか小石が入っている。
A349_0,349,爪の端っこが裂けると痛くて最悪な状態がしばらく続く。
A350_0,350,電気自動車の充電中の時間を効率的に使いたい。
A351_0,351,髪の毛を自分で刈っているが、後ろを見ないで刈ることにリスクを感じている。
A352_0,352,写真を深度合成するのが面倒でSNSに投稿していない写真が数年分溜まっている。
A353_0,353,「傘」が100年単位で進歩していない。
A354_0,354,レーダーではなく、本当に今雨が降っているかを知りたい。
A355_0,355,息子のくもんの算数の答え合わせが面倒。
A356_0,356,息子のくもんの算数の答えが間違っていた時にどうして間違えたのかの分析をするのが大変。
A357_0,357,タイマーは時間が終わった時にしか鳴らない。
A358_0,358,お気に入りの鯛焼き屋があるが、遠方なのであらかじめ混雑状況を知りたい。
A359_0,359,社員の外国出張の費用計算をする時に、現地空港から主要都市への公共交通機関を調べるのが面倒。
A360_0,360,為替レートを大手証券会社のサイトに確認しに行くのが面倒。
A361_0,361,コーヒーを淹れる時に豆の量に対してどれくらいのお湯を注げばいいのかわからなくなる時がある。
A362_0,362,職場近隣の公共交通機関と道路の渋滞状況をリアルタイムで把握したい。
A363_0,363,雨の日と晴れの日で朝の準備物が変わるので、どちらで準備するべきか考えてしまう。
A364_0,364,忙しい時に限って天気の先読みを忘れる。翌日だけではなく3日先までの天気を起床時に手軽に知りたい。
A365_0,365,毎日食べる食品（納豆、牛乳）などを賞味期限から逆算してどれだけ買いだめできるかわかればいいのに。
A366_0,366,社内で研修をする時の配席表が自動的に作成されたらいいのに。
A367_0,367,社員の月間シフト表が自動的に組まれたらいいのに。
A368_0,368,手書きのアンケートをレポートにする時にタイプ入力しているので、手間をかけずできるようなものが欲しい。
A369_0,369,家事のタスクをアプリで管理しているが、どのタスクをするべきか自分で考えている。やるべきタスクを自動的にリストアップしてくれたらいいのに。
A370_0,370,家族が買い込んだお菓子の賞味期限を確認するのが面倒。
A371_0,371,クレジットカードの利用状況がお気に入りの金銭管理アプリに連携されない。
A372_0,372,写真を結合して印刷しているが、今使っているアプリは4枚同時の結合ができない。
A373_0,373,息子の算数力アップのために3つの数字の足し算の練習を楽しくやってもらいたい。
A374_0,374,長いデスクワークをした時の疲労度を知りたい。
A375_0,375,デスクワークが長引いた時に定期的な通知などでストレッチを促して欲しい。
A376_0,376,持っている茶碗のベストな積み方がわかればいいのに。
A377_0,377,1日のスケジュールを考えるのが面倒くさい
A378_0,378,電車の乗り換え時、ルートがわからない
A379_0,379,自分の感情が動く原因がわからない
A380_0,380,よく忘れ物をする
A381_0,381,自分が使ったお金のありかがわからない
A382_0,382,貯金シミュレーションができない
A383_0,383,1日の記録を残すのが面倒
A384_0,384,時間の使い方が下手
A385_0,385,人間関係が面倒くさい
A386_0,386,感覚を言語化するのが大変
A387_0,387,出先で雨が降られてびちゃびちゃ
A388_0,388,目標設定がコロコロ変わる
A389_0,389,スケジュール決めるときに保留になると約束そのものを忘れる
A390_0,390,旅行先のいいところ調べるのが面倒
A391_0,391,発表レイアウト考えるの大変
A392_0,392,実験条件揃えるの考えるのが面倒
A393_0,393,電話先の特定が大変
A394_0,394,美味しい地酒の名前と成分すぐ忘れる
A395_0,395,好きな配信者の配信順がわからない。コラボ含む
A396_0,396,マニュアル作りが面倒
A397_0,397,近所のスーパーや薬局で商品の値段を自宅で簡単に比較できない
A398_0,398,テストや課題の計画を立てて、それに沿って効率よく勉強したいがその計画を立てる時間がない。また最も効率の良い計画を立てるのが難しい
A399_0,399,スーパーで買い物をするとき、一人暮らしで少量しか必要ないのにたくさん入っているものの方が安い時、近くに住んでいる友人や同じようなシチュエーションのクラスメイトと共有して購入したい
A400_0,400,近くの空いている病院を教えてほしい
A401_0,401,家に帰る時間にスーパーが閉まっていることが多々あるので、スーパーに限らず近所の知り合いに代理で購入してもらいたい
A402_0,402,飛行機などのセールが始まるのが会社によってバラバラで忘れてしまったり時間によっては購入できないことがある
A403_0,403,大学で一緒に休日を過ごす友達を作りたいけど作れない
A404_0,404,洗剤やシャンプーなどの消耗品を買い忘れる
A405_0,405,クレジットカードなどお金を使い過ぎてしまう
A406_0,406,家計簿をつけたいが、めんどうくさい
A407_0,407,旅行先で友達を作りたい
A408_0,408,短時間単発のバイトをしたいが内容が大変だったり遠かったりでなかなか条件に合う仕事がない
A409_0,409,お金を払ってでもちょっとした頼み事をしたいときに頼める人がだれか分からない
A410_0,410,どの種類の花粉がどれくらいいつ飛んでいるのかわからなく、薬を用意しておくのを忘れる
A411_0,411,IKEAの商品が組み立てにくい
A412_0,412,授業中に先生までの距離が遠くて発言や質問しづらいことがある
A413_0,413,授業で分からないところがあったときに授業中すぐには聞けない
A414_0,414,気温や天気によって着る服やコーディネートを考えるのが大変
A415_0,415,成績が学期末にならないとちゃんと分からない
A416_0,416,顔の形に合ったパックが欲しい
A417_0,417,母親の飲んでいる薬が多すぎるのか、それとも適量なのかがわからない
A418_0,418,子供にとってそれが虐待にあたるのかどうか判断できない
A419_0,419,忖度すべきかどうかの判断がつかない
A420_0,420,今、自分がここで反論しているのかどうかがわからない
A421_0,421,エクセルで作っているのに、GoogleフォームからのCSVをわざわざ転記しているのが効率的かどうかわからない
A422_0,422,コーヒーなど利尿作用のある飲み物が、水分摂取量にどれだけ含まれるのかがわからない
A423_0,423,飲んでいる飲み物に利尿作用があるのかどうかがわからない
A424_0,424,今日、どれくらいの細胞が古くなったのかがわからない
A425_0,425,今日、どれくらいの細胞が再生して若返ったのかがわからない
A426_0,426,自分の運動・食事・睡眠のバランスが良いのかどうかがわからない
A427_0,427,設定したKPIが正しいものなのかどうかがわからない
A428_0,428,今日の自分の体力に見合った労働時間が何時間なのかがわからない
A429_0,429,シミがどれだけ増えたのかがわからない
